          	     evap	     stor	     elev	    totIn
          	     3470	     3470	     3470	     3470
     DATE 	       AF	       AF	       AF	       AF

06/18/1989	     3.43	  7552.05	   350.39	     7.43
06/19/1989	     0.35	  7552.05	   350.39	     4.35
06/20/1989	    -3.61	  7552.05	   350.39	     9.00
06/21/1989	   -13.43	  7552.05	   350.39	    33.37
06/22/1989	     3.36	  7552.05	   350.39	    49.37
06/23/1989	     3.73	  7552.05	   350.39	    33.73
06/24/1989	     3.95	  7552.05	   350.39	    15.30
06/25/1989	     4.13	  7552.05	   350.39	     8.59
06/26/1989	     3.99	  7552.05	   350.39	     7.99
06/27/1989	     4.05	  7552.05	   350.39	     8.05
06/28/1989	   -13.18	  7552.05	   350.39	     4.34
06/29/1989	     3.70	  7552.05	   350.39	     7.70
06/30/1989	     3.95	  7552.05	   350.39	     7.95
07/01/1989	     3.83	  7552.05	   350.39	    10.77
07/02/1989	     3.54	  7552.05	   350.39	     9.66
07/03/1989	     1.63	  7552.05	   350.39	    10.21
07/04/1989	    -0.98	  7552.05	   350.39	    20.27
07/05/1989	    -2.28	  7552.05	   350.39	    19.21
07/06/1989	     3.60	  7552.05	   350.39	    17.89
07/07/1989	     3.82	  7552.05	   350.39	    20.07
07/08/1989	     4.11	  7552.05	   350.39	    15.75
07/09/1989	     4.23	  7552.05	   350.39	    12.47
07/10/1989	     3.96	  7552.05	   350.39	    10.47
07/11/1989	     4.09	  7552.05	   350.39	     8.91
07/12/1989	     3.47	  7552.05	   350.39	     8.43
07/13/1989	     3.90	  7552.05	   350.39	     7.90
07/14/1989	     3.89	  7552.05	   350.39	     7.89
07/15/1989	    -3.96	  7552.05	   350.39	     7.38
07/16/1989	   -12.95	  7552.05	   350.39	    14.40
07/17/1989	     3.31	  7552.05	   350.39	    72.78
07/18/1989	     3.60	  7552.05	   350.39	    29.92
07/19/1989	   -10.52	  7552.05	   350.39	    14.78
07/20/1989	    -3.10	  7552.05	   350.39	    21.17
07/21/1989	     1.36	  7552.05	   350.39	    29.92
07/22/1989	    -6.79	  7552.05	   350.39	    32.42
07/23/1989	     3.62	  7552.05	   350.39	    30.92
07/24/1989	     3.60	  7552.05	   350.39	    24.18
07/25/1989	     3.19	  7552.05	   350.39	    18.49
07/26/1989	     3.75	  7552.05	   350.39	    14.40
07/27/1989	     3.93	  7552.05	   350.39	    12.42
07/28/1989	     3.94	  7552.05	   350.39	    11.04
07/29/1989	     3.80	  7552.05	   350.39	    10.42
07/30/1989	     1.95	  7552.05	   350.39	    10.11
07/31/1989	    -8.09	  7552.05	   350.39	    11.49
08/01/1989	     1.63	  7552.05	   350.39	    17.38
08/02/1989	     2.88	  7552.05	   350.39	    15.11
08/03/1989	     3.59	  7552.05	   350.39	    15.00
08/04/1989	     3.74	  7552.05	   350.39	    12.38
08/05/1989	     3.72	  7552.05	   350.39	    11.01
08/06/1989	     3.73	  7552.05	   350.39	    10.07
08/07/1989	     3.31	  7552.05	   350.39	     9.26
08/08/1989	     2.95	  7552.05	   350.39	     8.74
08/09/1989	     2.86	  7552.05	   350.39	     8.74
08/10/1989	     2.86	  7552.05	   350.39	     8.74
08/11/1989	     2.73	  7552.05	   350.39	     8.46
08/12/1989	     2.89	  7552.05	   350.39	     8.32
08/13/1989	     2.84	  7552.05	   350.39	     8.14
08/14/1989	     2.53	  7552.05	   350.39	     8.28
08/15/1989	     1.73	  7552.05	   350.39	     9.65
08/16/1989	     3.09	  7552.05	   350.39	     9.82
08/17/1989	     3.18	  7552.05	   350.39	     9.05
08/18/1989	     3.26	  7552.05	   350.39	     8.18
08/19/1989	     3.07	  7552.05	   350.39	     8.25
08/20/1989	     3.22	  7552.05	   350.39	     8.32
08/21/1989	     3.30	  7552.05	   350.39	     7.97
08/22/1989	     3.40	  7552.05	   350.39	     7.62
08/23/1989	     1.98	  7552.05	   350.39	     7.27
08/24/1989	     3.44	  7552.05	   350.39	     7.44
08/25/1989	     3.46	  7552.05	   350.39	     7.46
08/26/1989	   -17.30	  7552.05	   350.39	     7.20
08/27/1989	     3.28	  7552.05	   350.39	    21.73
08/28/1989	     3.27	  7552.05	   350.39	    18.47
08/29/1989	     3.20	  7552.05	   350.39	    11.19
08/30/1989	     3.31	  7552.05	   350.39	     9.61
08/31/1989	     2.95	  7552.05	   350.39	     8.70
09/01/1989	     3.02	  7552.05	   350.39	     7.02
09/02/1989	     3.39	  7552.05	   350.39	     7.39
09/03/1989	     2.76	  7552.05	   350.39	     6.76
09/04/1989	     2.77	  7552.05	   350.39	     6.77
09/05/1989	     2.31	  7552.05	   350.39	     6.31
09/06/1989	     2.05	  7552.05	   350.39	     6.05
09/07/1989	     2.74	  7552.05	   350.39	     6.74
09/08/1989	     2.84	  7552.05	   350.39	     6.84
09/09/1989	     3.02	  7552.05	   350.39	     7.02
09/10/1989	     2.74	  7552.05	   350.39	     6.74
09/11/1989	    -3.77	  7552.05	   350.39	     4.87
09/12/1989	     2.91	  7552.05	   350.39	     6.91
09/13/1989	    -3.32	  7552.05	   350.39	     5.20
09/14/1989	     2.83	  7552.05	   350.39	     6.83
09/15/1989	   -14.01	  7552.05	   350.39	     5.57
09/16/1989	     2.35	  7552.05	   350.39	     7.22
09/17/1989	     2.34	  7552.05	   350.39	     7.84
09/18/1989	     2.32	  7552.05	   350.39	     6.32
09/19/1989	     2.30	  7552.05	   350.39	     6.30
09/20/1989	     2.26	  7552.05	   350.39	     6.26
09/21/1989	   -20.69	  7552.05	   350.39	     4.97
09/22/1989	    -4.37	  7552.05	   350.39	    10.58
09/23/1989	     2.39	  7552.05	   350.39	    18.21
09/24/1989	     1.91	  7552.05	   350.39	     9.56
09/25/1989	   -14.12	  7552.05	   350.39	     8.81
09/26/1989	    -5.46	  7552.05	   350.39	    44.20
09/27/1989	     2.19	  7552.05	   350.39	    37.22
09/28/1989	     0.92	  7552.05	   350.39	    15.44
09/29/1989	    -5.26	  7552.05	   350.39	    13.00
09/30/1989	   -46.81	  7552.05	   350.39	    17.18
10/01/1989	   -71.32	  7552.05	   350.39	   125.58
10/02/1989	     2.25	  7552.05	   350.39	   251.63
10/03/1989	     2.34	  7552.05	   350.39	   194.36
10/04/1989	     2.18	  7552.05	   350.39	    51.90
10/05/1989	     2.05	  7552.05	   350.39	    31.76
10/06/1989	     2.42	  7552.05	   350.39	    24.56
10/07/1989	     2.25	  7552.05	   350.39	    20.62
10/08/1989	     1.77	  7552.05	   350.39	    17.94
10/09/1989	     1.53	  7552.05	   350.39	    16.19
10/10/1989	     1.49	  7552.05	   350.39	    14.89
10/11/1989	     1.65	  7552.05	   350.39	    14.14
10/12/1989	     1.86	  7552.05	   350.39	    13.60
10/13/1989	     2.04	  7552.05	   350.39	    13.17
10/14/1989	     1.68	  7552.05	   350.39	    13.05
10/15/1989	     2.00	  7552.05	   350.39	    12.94
10/16/1989	     2.16	  7552.05	   350.39	    12.68
10/17/1989	    -2.14	  7552.05	   350.39	    13.08
10/18/1989	     0.36	  7552.05	   350.39	    12.94
10/19/1989	     1.33	  7552.05	   350.39	    12.79
10/20/1989	     1.26	  7552.05	   350.39	    12.19
10/21/1989	     1.19	  7552.05	   350.39	    11.93
10/22/1989	     1.61	  7552.05	   350.39	    11.73
10/23/1989	     1.53	  7552.05	   350.39	    11.58
10/24/1989	     1.53	  7552.05	   350.39	    11.50
10/25/1989	     1.66	  7552.05	   350.39	    11.38
10/26/1989	     1.75	  7552.05	   350.39	    11.24
10/27/1989	     1.68	  7552.05	   350.39	    11.07
10/28/1989	     1.84	  7552.05	   350.39	    11.01
10/29/1989	     1.71	  7552.05	   350.39	    11.09
10/30/1989	     1.73	  7552.05	   350.39	    11.27
10/31/1989	     1.71	  7552.05	   350.39	    11.04
11/01/1989	     1.47	  7552.05	   350.39	     5.66
11/02/1989	     0.65	  7552.05	   350.39	     5.62
11/03/1989	     1.30	  7552.05	   350.39	     5.62
11/04/1989	     1.11	  7552.05	   350.39	     5.61
11/05/1989	     1.27	  7552.05	   350.39	     5.49
11/06/1989	     0.42	  7552.05	   350.39	     5.46
11/07/1989	   -20.17	  7552.05	   350.39	     6.73
11/08/1989	     0.99	  7552.05	   350.39	     9.71
11/09/1989	     0.10	  7552.05	   350.39	     8.73
11/10/1989	     1.35	  7552.05	   350.39	     7.17
11/11/1989	     1.58	  7552.05	   350.39	     6.30
11/12/1989	     1.83	  7552.05	   350.39	     6.07
11/13/1989	     1.69	  7552.05	   350.39	     6.04
11/14/1989	     1.45	  7552.05	   350.39	     5.91
11/15/1989	   -10.39	  7552.05	   350.39	     6.41
11/16/1989	     0.27	  7552.05	   350.39	    17.32
11/17/1989	     0.95	  7552.05	   350.39	    16.89
11/18/1989	     0.96	  7552.05	   350.39	     9.02
11/19/1989	     1.12	  7552.05	   350.39	     7.75
11/20/1989	     1.26	  7552.05	   350.39	     7.20
11/21/1989	     1.36	  7552.05	   350.39	     7.00
11/22/1989	    -9.22	  7552.05	   350.39	     6.87
11/23/1989	     0.93	  7552.05	   350.39	    11.46
11/24/1989	     0.69	  7552.05	   350.39	    11.10
11/25/1989	     0.94	  7552.05	   350.39	     8.28
11/26/1989	     1.23	  7552.05	   350.39	     7.62
11/27/1989	     1.42	  7552.05	   350.39	     7.17
11/28/1989	     1.44	  7552.05	   350.39	     6.99
11/29/1989	     0.91	  7552.05	   350.39	     6.76
11/30/1989	     0.85	  7552.05	   350.39	     6.47
12/01/1989	     1.08	  7552.05	   350.39	     5.08
12/02/1989	     0.98	  7552.05	   350.39	     4.98
12/03/1989	     0.81	  7552.05	   350.39	     4.81
12/04/1989	     0.77	  7552.05	   350.39	     4.77
12/05/1989	     0.96	  7552.05	   350.39	     4.96
12/06/1989	     1.19	  7552.05	   350.39	     5.19
12/07/1989	   -12.68	  7552.05	   350.39	     4.43
12/08/1989	   -12.53	  7552.05	   350.39	     8.31
12/09/1989	    -4.51	  7552.05	   350.39	    15.05
12/10/1989	     0.81	  7552.05	   350.39	    10.96
12/11/1989	     0.81	  7552.05	   350.39	     8.34
12/12/1989	   -12.63	  7552.05	   350.39	     7.89
12/13/1989	     0.77	  7552.05	   350.39	    14.64
12/14/1989	     0.73	  7552.05	   350.39	     9.98
12/15/1989	    -0.94	  7552.05	   350.39	     7.68
12/16/1989	     0.70	  7552.05	   350.39	     6.84
12/17/1989	     0.71	  7552.05	   350.39	     6.19
12/18/1989	    -1.55	  7552.05	   350.39	     5.88
12/19/1989	    -4.55	  7552.05	   350.39	     5.87
12/20/1989	     0.71	  7552.05	   350.39	     5.93
12/21/1989	     0.59	  7552.05	   350.39	     5.71
12/22/1989	     0.61	  7552.05	   350.39	     5.46
12/23/1989	     0.61	  7552.05	   350.39	     5.18
12/24/1989	     0.54	  7552.05	   350.39	     4.94
12/25/1989	     0.69	  7552.05	   350.39	     4.97
12/26/1989	     0.66	  7552.05	   350.39	     4.95
12/27/1989	     0.77	  7552.05	   350.39	     4.93
12/28/1989	     1.00	  7552.05	   350.39	     5.00
12/29/1989	     0.75	  7552.05	   350.39	     4.86
12/30/1989	    -0.59	  7552.05	   350.39	     4.93
12/31/1989	   -13.89	  7552.05	   350.39	     5.70
01/01/1990	     0.87	  7552.05	   350.39	    12.49
01/02/1990	     0.75	  7552.05	   350.39	    10.96
01/03/1990	     1.02	  7552.05	   350.39	     9.06
01/04/1990	    -0.72	  7552.05	   350.39	     8.65
01/05/1990	   -10.42	  7552.05	   350.39	     9.56
01/06/1990	    -3.63	  7552.05	   350.39	    17.37
01/07/1990	    -5.60	  7552.05	   350.39	    20.02
01/08/1990	    -0.44	  7552.05	   350.39	    16.59
01/09/1990	     0.99	  7552.05	   350.39	    15.75
01/10/1990	     1.23	  7552.05	   350.39	    12.32
01/11/1990	     1.39	  7552.05	   350.39	    10.84
01/12/1990	     1.00	  7552.05	   350.39	     9.95
01/13/1990	     0.84	  7552.05	   350.39	     9.42
01/14/1990	     0.84	  7552.05	   350.39	     8.92
01/15/1990	     1.22	  7552.05	   350.39	     8.73
01/16/1990	     1.42	  7552.05	   350.39	     8.53
01/17/1990	     1.40	  7552.05	   350.39	     8.51
01/18/1990	    -1.27	  7552.05	   350.39	     8.45
01/19/1990	     1.20	  7552.05	   350.39	     8.76
01/20/1990	   -16.04	  7552.05	   350.39	     8.89
01/21/1990	    -2.20	  7552.05	   350.39	    40.46
01/22/1990	     1.22	  7552.05	   350.39	    39.68
01/23/1990	     1.45	  7552.05	   350.39	    17.53
01/24/1990	   -15.27	  7552.05	   350.39	    14.44
01/25/1990	    -8.47	  7552.05	   350.39	    49.97
01/26/1990	     1.00	  7552.05	   350.39	    90.53
01/27/1990	     1.06	  7552.05	   350.39	    51.69
01/28/1990	     1.23	  7552.05	   350.39	    22.05
01/29/1990	    -2.02	  7552.05	   350.39	    17.68
01/30/1990	     1.16	  7552.05	   350.39	    16.75
01/31/1990	     1.41	  7552.05	   350.39	    14.41
02/01/1990	     1.50	  7552.05	   350.39	    26.05
02/02/1990	     1.75	  7552.05	   350.39	    24.14
02/03/1990	     1.81	  7552.05	   350.39	    23.43
02/04/1990	    -2.05	  7552.05	   350.39	    28.74
02/05/1990	     1.47	  7552.05	   350.39	    47.39
02/06/1990	     1.29	  7552.05	   350.39	    29.41
02/07/1990	     1.30	  7552.05	   350.39	    25.99
02/08/1990	     1.68	  7552.05	   350.39	    24.23
02/09/1990	   -21.19	  7552.05	   350.39	    27.27
02/10/1990	    -1.45	  7552.05	   350.39	   137.46
02/11/1990	     1.71	  7552.05	   350.39	   119.26
02/12/1990	     1.90	  7552.05	   350.39	    48.03
02/13/1990	     2.03	  7552.05	   350.39	    35.89
02/14/1990	     2.04	  7552.05	   350.39	    31.26
02/15/1990	     2.21	  7552.05	   350.39	    28.71
02/16/1990	   -22.64	  7552.05	   350.39	    61.76
02/17/1990	     2.00	  7552.05	   350.39	   147.69
02/18/1990	   -34.51	  7552.05	   350.39	   110.95
02/19/1990	    -3.98	  7552.05	   350.39	   162.38
02/20/1990	     1.85	  7552.05	   350.39	   133.95
02/21/1990	     1.57	  7552.05	   350.39	    57.61
02/22/1990	    -3.45	  7552.05	   350.39	    45.47
02/23/1990	     1.82	  7552.05	   350.39	    42.60
02/24/1990	     1.61	  7552.05	   350.39	    36.85
02/25/1990	     1.21	  7552.05	   350.39	    32.70
02/26/1990	     1.33	  7552.05	   350.39	    30.11
02/27/1990	     1.59	  7552.05	   350.39	    28.58
02/28/1990	     2.17	  7552.05	   350.39	    27.65
03/01/1990	     1.85	  7552.05	   350.39	    25.89
03/02/1990	   -15.02	  7552.05	   350.39	    27.27
03/03/1990	     1.18	  7552.05	   350.39	    50.15
03/04/1990	     1.93	  7552.05	   350.39	    42.60
03/05/1990	     2.04	  7552.05	   350.39	    32.21
03/06/1990	     2.36	  7552.05	   350.39	    29.01
03/07/1990	     1.83	  7552.05	   350.39	    27.59
03/08/1990	    -4.45	  7552.05	   350.39	    27.02
03/09/1990	    -6.57	  7552.05	   350.39	    44.49
03/10/1990	     2.74	  7552.05	   350.39	    61.17
03/11/1990	     2.92	  7552.05	   350.39	    39.45
03/12/1990	     2.86	  7552.05	   350.39	    33.16
03/13/1990	     2.83	  7552.05	   350.39	    30.23
03/14/1990	     2.86	  7552.05	   350.39	    28.69
03/15/1990	    -0.50	  7552.05	   350.39	    27.27
03/16/1990	   -22.67	  7552.05	   350.39	    36.94
03/17/1990	   -40.32	  7552.05	   350.39	   255.33
03/18/1990	     2.29	  7552.05	   350.39	   396.94
03/19/1990	     2.14	  7552.05	   350.39	   200.26
03/20/1990	     1.50	  7552.05	   350.39	    66.20
03/21/1990	     1.62	  7552.05	   350.39	    52.35
03/22/1990	     2.17	  7552.05	   350.39	    45.43
03/23/1990	     2.58	  7552.05	   350.39	    39.45
03/24/1990	     2.83	  7552.05	   350.39	    35.99
03/25/1990	     2.64	  7552.05	   350.39	    33.79
03/26/1990	    -1.78	  7552.05	   350.39	    31.71
03/27/1990	     2.24	  7552.05	   350.39	    31.59
03/28/1990	     2.23	  7552.05	   350.39	    29.45
03/29/1990	    -1.60	  7552.05	   350.39	    28.41
03/30/1990	     1.30	  7552.05	   350.39	    29.67
03/31/1990	     2.23	  7552.05	   350.39	    28.44
04/01/1990	     3.17	  7552.05	   350.39	    21.62
04/02/1990	     2.90	  7552.05	   350.39	    20.19
04/03/1990	     2.26	  7552.05	   350.39	    18.95
04/04/1990	     2.09	  7552.05	   350.39	    18.49
04/05/1990	     2.49	  7552.05	   350.39	    18.34
04/06/1990	    -0.32	  7552.05	   350.39	    17.78
04/07/1990	     2.04	  7552.05	   350.39	    18.37
04/08/1990	     1.71	  7552.05	   350.39	    17.61
04/09/1990	     2.33	  7552.05	   350.39	    17.32
04/10/1990	    -5.98	  7552.05	   350.39	    17.08
04/11/1990	     2.33	  7552.05	   350.39	    21.58
04/12/1990	     2.12	  7552.05	   350.39	    19.39
04/13/1990	     2.08	  7552.05	   350.39	    17.20
04/14/1990	     1.76	  7552.05	   350.39	    16.91
04/15/1990	     2.41	  7552.05	   350.39	    16.93
04/16/1990	     3.05	  7552.05	   350.39	    16.62
04/17/1990	     3.32	  7552.05	   350.39	    16.03
04/18/1990	     2.33	  7552.05	   350.39	    15.45
04/19/1990	     2.53	  7552.05	   350.39	    15.06
04/20/1990	     2.99	  7552.05	   350.39	    14.82
04/21/1990	     2.85	  7552.05	   350.39	    14.89
04/22/1990	     3.27	  7552.05	   350.39	    15.23
04/23/1990	     3.29	  7552.05	   350.39	    14.72
04/24/1990	     3.56	  7552.05	   350.39	    14.41
04/25/1990	     3.67	  7552.05	   350.39	    14.28
04/26/1990	     3.66	  7552.05	   350.39	    13.70
04/27/1990	     3.54	  7552.05	   350.39	    13.36
04/28/1990	   -13.72	  7552.05	   350.39	    14.99
04/29/1990	     3.01	  7552.05	   350.39	    16.91
04/30/1990	     3.64	  7552.05	   350.39	    14.87
05/01/1990	     3.89	  7552.05	   350.39	    18.59
05/02/1990	     4.12	  7552.05	   350.39	    17.78
05/03/1990	     3.78	  7552.05	   350.39	    17.30
05/04/1990	     2.72	  7552.05	   350.39	    17.27
05/05/1990	    -1.64	  7552.05	   350.39	    17.59
05/06/1990	     2.69	  7552.05	   350.39	    17.88
05/07/1990	     2.65	  7552.05	   350.39	    16.49
05/08/1990	     2.61	  7552.05	   350.39	    16.11
05/09/1990	    -3.20	  7552.05	   350.39	    16.20
05/10/1990	     2.53	  7552.05	   350.39	    20.39
05/11/1990	     2.50	  7552.05	   350.39	    18.56
05/12/1990	     3.05	  7552.05	   350.39	    16.62
05/13/1990	     3.20	  7552.05	   350.39	    16.07
05/14/1990	     3.64	  7552.05	   350.39	    16.49
05/15/1990	     3.78	  7552.05	   350.39	    15.62
05/16/1990	     3.97	  7552.05	   350.39	    15.07
05/17/1990	    -0.53	  7552.05	   350.39	    15.11
05/18/1990	     2.94	  7552.05	   350.39	    14.78
05/19/1990	     3.18	  7552.05	   350.39	    14.27
05/20/1990	    -3.27	  7552.05	   350.39	    14.04
05/21/1990	     1.15	  7552.05	   350.39	    15.95
05/22/1990	     3.48	  7552.05	   350.39	    16.56
05/23/1990	     3.10	  7552.05	   350.39	    14.53
05/24/1990	     3.11	  7552.05	   350.39	    13.82
05/25/1990	     3.39	  7552.05	   350.39	    13.79
05/26/1990	     3.77	  7552.05	   350.39	    13.46
05/27/1990	     3.35	  7552.05	   350.39	    13.46
05/28/1990	     2.69	  7552.05	   350.39	    14.95
05/29/1990	     3.23	  7552.05	   350.39	    17.20
05/30/1990	     3.07	  7552.05	   350.39	    14.88
05/31/1990	     3.39	  7552.05	   350.39	    13.46
06/01/1990	     3.52	  7552.05	   350.39	    17.69
06/02/1990	     0.15	  7552.05	   350.39	    18.69
06/03/1990	    -8.93	  7552.05	   350.39	    20.61
06/04/1990	     3.80	  7552.05	   350.39	    20.30
06/05/1990	     3.23	  7552.05	   350.39	    18.08
06/06/1990	     3.83	  7552.05	   350.39	    16.65
06/07/1990	     4.24	  7552.05	   350.39	    16.34
06/08/1990	     4.65	  7552.05	   350.39	    16.56
06/09/1990	    -6.18	  7552.05	   350.39	    16.39
06/10/1990	     4.20	  7552.05	   350.39	    16.26
06/11/1990	     3.66	  7552.05	   350.39	    14.78
06/12/1990	     3.56	  7552.05	   350.39	    14.04
06/13/1990	     3.55	  7552.05	   350.39	    13.08
06/14/1990	     4.05	  7552.05	   350.39	    12.91
06/15/1990	     4.24	  7552.05	   350.39	    12.65
06/16/1990	     3.54	  7552.05	   350.39	    12.04
06/17/1990	     3.74	  7552.05	   350.39	    12.21
06/18/1990	     4.26	  7552.05	   350.39	    12.69
06/19/1990	     4.37	  7552.05	   350.39	    12.52
06/20/1990	     3.99	  7552.05	   350.39	    10.91
06/21/1990	     4.75	  7552.05	   350.39	    10.60
06/22/1990	     4.31	  7552.05	   350.39	     9.78
06/23/1990	     1.63	  7552.05	   350.39	    10.86
