          	     evap	     stor	     elev	    totIn
          	     3470	     3470	     3470	     3470
     DATE 	       AF	       AF	       AF	       AF

04/13/1943	     2.20	  7552.05	   350.39	    65.80
04/14/1943	     2.10	  7552.05	   350.39	    38.10
04/15/1943	     2.46	  7552.05	   350.39	    20.31
04/16/1943	     2.77	  7552.05	   350.39	    17.88
04/17/1943	     2.90	  7552.05	   350.39	    16.34
04/18/1943	     0.74	  7552.05	   350.39	    22.35
04/19/1943	   -42.75	  7552.05	   350.39	    92.56
04/20/1943	     2.57	  7552.05	   350.39	   207.48
04/21/1943	     2.94	  7552.05	   350.39	   147.66
04/22/1943	     2.73	  7552.05	   350.39	    34.63
04/23/1943	     1.73	  7552.05	   350.39	    31.04
04/24/1943	    -6.51	  7552.05	   350.39	    39.35
04/25/1943	     3.12	  7552.05	   350.39	    30.76
04/26/1943	     3.11	  7552.05	   350.39	    25.28
04/27/1943	     3.28	  7552.05	   350.39	    22.32
04/28/1943	     3.16	  7552.05	   350.39	    20.59
04/29/1943	     3.17	  7552.05	   350.39	    19.17
04/30/1943	     3.51	  7552.05	   350.39	    17.88
05/01/1943	    -0.04	  7552.05	   350.39	    26.47
05/02/1943	     3.94	  7552.05	   350.39	    24.93
05/03/1943	     3.76	  7552.05	   350.39	    23.49
05/04/1943	     3.71	  7552.05	   350.39	    22.14
05/05/1943	     3.82	  7552.05	   350.39	    21.44
05/06/1943	     3.65	  7552.05	   350.39	    20.74
05/07/1943	     3.98	  7552.05	   350.39	    20.13
05/08/1943	     3.82	  7552.05	   350.39	    19.81
05/09/1943	     0.28	  7552.05	   350.39	    24.93
05/10/1943	     1.40	  7552.05	   350.39	    22.79
05/11/1943	     1.78	  7552.05	   350.39	    24.93
05/12/1943	    -6.95	  7552.05	   350.39	    50.80
05/13/1943	     3.25	  7552.05	   350.39	    42.36
05/14/1943	     3.11	  7552.05	   350.39	    23.86
05/15/1943	     2.65	  7552.05	   350.39	    21.76
05/16/1943	     2.77	  7552.05	   350.39	    20.13
05/17/1943	     3.04	  7552.05	   350.39	    19.81
05/18/1943	     3.83	  7552.05	   350.39	    18.88
05/19/1943	     3.85	  7552.05	   350.39	    18.27
05/20/1943	     3.35	  7552.05	   350.39	    17.38
05/21/1943	     3.46	  7552.05	   350.39	    16.82
05/22/1943	     3.66	  7552.05	   350.39	    16.31
05/23/1943	     3.48	  7552.05	   350.39	    16.03
05/24/1943	    -4.15	  7552.05	   350.39	    22.46
05/25/1943	    -0.54	  7552.05	   350.39	    29.22
05/26/1943	     2.18	  7552.05	   350.39	    22.79
05/27/1943	     3.59	  7552.05	   350.39	    19.20
05/28/1943	    -1.19	  7552.05	   350.39	    16.82
05/29/1943	     3.52	  7552.05	   350.39	    16.54
05/30/1943	     3.50	  7552.05	   350.39	    15.19
05/31/1943	     3.59	  7552.05	   350.39	    15.47
06/01/1943	     3.69	  7552.05	   350.39	     8.80
06/02/1943	     3.74	  7552.05	   350.39	     8.05
06/03/1943	     3.66	  7552.05	   350.39	     7.66
06/04/1943	     3.45	  7552.05	   350.39	     7.92
06/05/1943	     3.52	  7552.05	   350.39	     7.52
06/06/1943	     3.65	  7552.05	   350.39	     7.65
06/07/1943	     3.57	  7552.05	   350.39	     7.57
06/08/1943	     3.15	  7552.05	   350.39	     8.95
06/09/1943	     3.68	  7552.05	   350.39	     8.42
06/10/1943	     2.62	  7552.05	   350.39	    11.44
06/11/1943	     3.82	  7552.05	   350.39	    25.88
06/12/1943	     3.65	  7552.05	   350.39	    10.52
06/13/1943	    -1.19	  7552.05	   350.39	     9.43
06/14/1943	     3.42	  7552.05	   350.39	     8.66
06/15/1943	     3.51	  7552.05	   350.39	     7.51
06/16/1943	     3.83	  7552.05	   350.39	     7.83
06/17/1943	     3.95	  7552.05	   350.39	     7.95
06/18/1943	     3.56	  7552.05	   350.39	     7.68
06/19/1943	     3.53	  7552.05	   350.39	     7.53
06/20/1943	     3.63	  7552.05	   350.39	     7.63
06/21/1943	     3.92	  7552.05	   350.39	     9.17
06/22/1943	     4.07	  7552.05	   350.39	     8.07
06/23/1943	    -4.15	  7552.05	   350.39	     5.56
06/24/1943	    -2.08	  7552.05	   350.39	     8.32
06/25/1943	     4.04	  7552.05	   350.39	     8.80
06/26/1943	     3.41	  7552.05	   350.39	     7.41
06/27/1943	     4.09	  7552.05	   350.39	     8.09
06/28/1943	    -5.62	  7552.05	   350.39	    17.17
06/29/1943	     2.23	  7552.05	   350.39	    13.91
06/30/1943	    -2.50	  7552.05	   350.39	    32.32
07/01/1943	    -3.58	  7552.05	   350.39	    53.32
07/02/1943	     2.62	  7552.05	   350.39	    25.07
07/03/1943	     1.47	  7552.05	   350.39	    19.22
07/04/1943	     3.62	  7552.05	   350.39	    16.03
07/05/1943	     3.58	  7552.05	   350.39	    13.68
07/06/1943	    -1.51	  7552.05	   350.39	    22.41
07/07/1943	     4.00	  7552.05	   350.39	    31.63
07/08/1943	     3.85	  7552.05	   350.39	    18.38
07/09/1943	    -0.71	  7552.05	   350.39	    14.58
07/10/1943	     4.10	  7552.05	   350.39	    31.03
07/11/1943	     3.20	  7552.05	   350.39	    16.24
07/12/1943	   -27.31	  7552.05	   350.39	    12.59
07/13/1943	     3.02	  7552.05	   350.39	    14.10
07/14/1943	     2.05	  7552.05	   350.39	    23.83
07/15/1943	     3.54	  7552.05	   350.39	    23.32
07/16/1943	     3.53	  7552.05	   350.39	    13.41
07/17/1943	     3.54	  7552.05	   350.39	    10.54
07/18/1943	     3.56	  7552.05	   350.39	     9.52
07/19/1943	     3.44	  7552.05	   350.39	    10.79
07/20/1943	     3.47	  7552.05	   350.39	    10.18
07/21/1943	     3.54	  7552.05	   350.39	     8.53
07/22/1943	     3.61	  7552.05	   350.39	     7.61
07/23/1943	     3.45	  7552.05	   350.39	     7.45
07/24/1943	     3.54	  7552.05	   350.39	     7.54
07/25/1943	     3.59	  7552.05	   350.39	     7.59
07/26/1943	    -1.38	  7552.05	   350.39	     6.54
07/27/1943	     0.50	  7552.05	   350.39	     7.59
07/28/1943	     3.66	  7552.05	   350.39	     7.66
07/29/1943	     3.66	  7552.05	   350.39	     7.66
07/30/1943	     4.12	  7552.05	   350.39	     8.13
07/31/1943	     2.53	  7552.05	   350.39	    10.85
08/01/1943	     3.72	  7552.05	   350.39	     7.72
08/02/1943	    -6.26	  7552.05	   350.39	    12.00
08/03/1943	     3.56	  7552.05	   350.39	     9.59
08/04/1943	     3.56	  7552.05	   350.39	     7.56
08/05/1943	     3.57	  7552.05	   350.39	     7.57
08/06/1943	     1.36	  7552.05	   350.39	     5.36
08/07/1943	     2.04	  7552.05	   350.39	     7.75
08/08/1943	     3.32	  7552.05	   350.39	    20.66
08/09/1943	    -1.40	  7552.05	   350.39	    12.55
08/10/1943	     3.27	  7552.05	   350.39	     7.98
08/11/1943	     3.50	  7552.05	   350.39	     7.50
08/12/1943	     1.64	  7552.05	   350.39	     9.30
08/13/1943	     2.98	  7552.05	   350.39	     8.97
08/14/1943	     3.16	  7552.05	   350.39	     7.16
08/15/1943	    -2.05	  7552.05	   350.39	     5.81
08/16/1943	     3.14	  7552.05	   350.39	     7.14
08/17/1943	     3.29	  7552.05	   350.39	     7.29
08/18/1943	     3.37	  7552.05	   350.39	     7.37
08/19/1943	     3.33	  7552.05	   350.39	     7.33
08/20/1943	     3.46	  7552.05	   350.39	     7.46
08/21/1943	     3.30	  7552.05	   350.39	     7.30
08/22/1943	     3.26	  7552.05	   350.39	     7.26
08/23/1943	     3.50	  7552.05	   350.39	     7.50
08/24/1943	     3.52	  7552.05	   350.39	     7.52
08/25/1943	     3.40	  7552.05	   350.39	     7.40
08/26/1943	     3.49	  7552.05	   350.39	     7.49
08/27/1943	     3.40	  7552.05	   350.39	    12.15
08/28/1943	     3.52	  7552.05	   350.39	     7.52
08/29/1943	     2.77	  7552.05	   350.39	     6.77
08/30/1943	    -5.73	  7552.05	   350.39	     8.48
08/31/1943	     3.00	  7552.05	   350.39	    15.49
09/01/1943	     3.33	  7552.05	   350.39	     7.33
09/02/1943	     3.12	  7552.05	   350.39	     7.12
09/03/1943	     3.18	  7552.05	   350.39	     7.18
09/04/1943	     3.17	  7552.05	   350.39	     7.17
09/05/1943	     2.92	  7552.05	   350.39	     6.92
09/06/1943	    -0.45	  7552.05	   350.39	     4.41
09/07/1943	     2.18	  7552.05	   350.39	     6.18
09/08/1943	     2.61	  7552.05	   350.39	     6.61
09/09/1943	     2.71	  7552.05	   350.39	     6.71
09/10/1943	     2.80	  7552.05	   350.39	     6.80
09/11/1943	     2.71	  7552.05	   350.39	     6.71
09/12/1943	     2.64	  7552.05	   350.39	     6.64
09/13/1943	     2.46	  7552.05	   350.39	     6.46
09/14/1943	     2.32	  7552.05	   350.39	     6.32
09/15/1943	     2.41	  7552.05	   350.39	     6.41
09/16/1943	     2.41	  7552.05	   350.39	     6.41
09/17/1943	     2.45	  7552.05	   350.39	     6.45
09/18/1943	     2.41	  7552.05	   350.39	     6.41
09/19/1943	    -3.81	  7552.05	   350.39	     3.25
09/20/1943	   -23.62	  7552.05	   350.39	    11.64
09/21/1943	   -10.28	  7552.05	   350.39	    27.71
09/22/1943	    -2.95	  7552.05	   350.39	    23.63
09/23/1943	     2.47	  7552.05	   350.39	    10.58
09/24/1943	     2.44	  7552.05	   350.39	     7.31
09/25/1943	     2.42	  7552.05	   350.39	     6.52
09/26/1943	     2.46	  7552.05	   350.39	     6.46
09/27/1943	     2.54	  7552.05	   350.39	     6.54
09/28/1943	     2.57	  7552.05	   350.39	     6.57
09/29/1943	     2.63	  7552.05	   350.39	     6.63
09/30/1943	     2.42	  7552.05	   350.39	     6.42
10/01/1943	     2.53	  7552.05	   350.39	     6.53
10/02/1943	     2.44	  7552.05	   350.39	     6.44
10/03/1943	     2.38	  7552.05	   350.39	     6.38
10/04/1943	    -1.10	  7552.05	   350.39	     5.12
10/05/1943	     2.49	  7552.05	   350.39	     6.49
10/06/1943	     2.37	  7552.05	   350.39	     6.37
10/07/1943	     2.14	  7552.05	   350.39	     6.14
10/08/1943	     1.96	  7552.05	   350.39	     5.96
10/09/1943	     2.22	  7552.05	   350.39	     6.22
10/10/1943	     2.23	  7552.05	   350.39	     6.23
10/11/1943	     2.26	  7552.05	   350.39	     6.26
10/12/1943	     2.22	  7552.05	   350.39	     6.22
10/13/1943	     2.11	  7552.05	   350.39	     6.11
10/14/1943	     0.24	  7552.05	   350.39	     4.98
10/15/1943	    -1.32	  7552.05	   350.39	     5.54
10/16/1943	    -5.77	  7552.05	   350.39	     9.24
10/17/1943	     1.79	  7552.05	   350.39	     7.05
10/18/1943	     1.78	  7552.05	   350.39	     5.78
10/19/1943	     1.67	  7552.05	   350.39	     5.67
10/20/1943	     1.66	  7552.05	   350.39	     5.66
10/21/1943	     1.66	  7552.05	   350.39	     5.66
10/22/1943	     1.62	  7552.05	   350.39	     5.62
10/23/1943	     1.67	  7552.05	   350.39	     5.67
10/24/1943	     1.48	  7552.05	   350.39	     5.48
10/25/1943	     0.12	  7552.05	   350.39	     4.93
10/26/1943	     1.51	  7552.05	   350.39	     5.51
10/27/1943	     0.67	  7552.05	   350.39	     5.54
10/28/1943	    -0.52	  7552.05	   350.39	     5.99
10/29/1943	     1.54	  7552.05	   350.39	     5.99
10/30/1943	     1.52	  7552.05	   350.39	     5.52
10/31/1943	     1.53	  7552.05	   350.39	     5.54
11/01/1943	     1.70	  7552.05	   350.39	     5.70
11/02/1943	     1.81	  7552.05	   350.39	     5.81
11/03/1943	     1.47	  7552.05	   350.39	     5.47
11/04/1943	     1.82	  7552.05	   350.39	     5.82
11/05/1943	     1.65	  7552.05	   350.39	     5.65
11/06/1943	     1.15	  7552.05	   350.39	     5.15
11/07/1943	     0.78	  7552.05	   350.39	     6.29
11/08/1943	   -22.16	  7552.05	   350.39	    18.41
11/09/1943	    -1.77	  7552.05	   350.39	    15.82
11/10/1943	     1.33	  7552.05	   350.39	     8.29
11/11/1943	     1.25	  7552.05	   350.39	     6.51
11/12/1943	     1.44	  7552.05	   350.39	     6.03
11/13/1943	     1.40	  7552.05	   350.39	     5.74
11/14/1943	     1.33	  7552.05	   350.39	     5.58
11/15/1943	     1.32	  7552.05	   350.39	     5.36
11/16/1943	     1.24	  7552.05	   350.39	     5.27
11/17/1943	     0.97	  7552.05	   350.39	     5.07
11/18/1943	     0.85	  7552.05	   350.39	     5.14
11/19/1943	     0.97	  7552.05	   350.39	     5.05
11/20/1943	     1.12	  7552.05	   350.39	     5.12
11/21/1943	     1.17	  7552.05	   350.39	     5.17
11/22/1943	     1.29	  7552.05	   350.39	     5.29
11/23/1943	     1.18	  7552.05	   350.39	     5.18
11/24/1943	     1.30	  7552.05	   350.39	     5.30
11/25/1943	     0.97	  7552.05	   350.39	     4.97
11/26/1943	     1.23	  7552.05	   350.39	     5.23
11/27/1943	     1.19	  7552.05	   350.39	     5.19
11/28/1943	     0.85	  7552.05	   350.39	     4.85
11/29/1943	    -0.47	  7552.05	   350.39	     4.92
11/30/1943	     0.71	  7552.05	   350.39	     5.36
12/01/1943	     0.85	  7552.05	   350.39	     4.85
12/02/1943	     1.01	  7552.05	   350.39	     5.01
12/03/1943	     0.93	  7552.05	   350.39	     4.93
12/04/1943	    -0.40	  7552.05	   350.39	     3.60
12/05/1943	     1.15	  7552.05	   350.39	     5.15
12/06/1943	     0.78	  7552.05	   350.39	     4.78
12/07/1943	    -2.85	  7552.05	   350.39	     3.63
12/08/1943	     0.85	  7552.05	   350.39	     4.85
12/09/1943	     1.18	  7552.05	   350.39	     5.18
12/10/1943	     1.21	  7552.05	   350.39	     5.21
12/11/1943	     0.35	  7552.05	   350.39	     4.35
12/12/1943	     1.10	  7552.05	   350.39	     5.10
12/13/1943	     0.92	  7552.05	   350.39	     4.92
12/14/1943	     0.87	  7552.05	   350.39	     4.87
12/15/1943	     1.05	  7552.05	   350.39	     5.05
12/16/1943	     1.10	  7552.05	   350.39	     5.10
12/17/1943	     1.06	  7552.05	   350.39	     5.06
12/18/1943	     1.18	  7552.05	   350.39	     5.18
12/19/1943	     0.89	  7552.05	   350.39	     4.89
12/20/1943	     0.87	  7552.05	   350.39	     4.87
12/21/1943	     0.89	  7552.05	   350.39	     4.89
12/22/1943	     0.87	  7552.05	   350.39	     4.87
12/23/1943	     0.86	  7552.05	   350.39	     4.86
12/24/1943	    -0.41	  7552.05	   350.39	     3.59
12/25/1943	     0.05	  7552.05	   350.39	     4.05
12/26/1943	   -27.98	  7552.05	   350.39	    16.98
12/27/1943	     1.19	  7552.05	   350.39	    18.62
12/28/1943	     1.08	  7552.05	   350.39	     9.62
12/29/1943	    -3.65	  7552.05	   350.39	     8.52
12/30/1943	     0.90	  7552.05	   350.39	     6.94
12/31/1943	     0.82	  7552.05	   350.39	     5.90
01/01/1944	     0.87	  7552.05	   350.39	     5.76
01/02/1944	     0.60	  7552.05	   350.39	     5.48
01/03/1944	   -22.74	  7552.05	   350.39	    19.41
01/04/1944	     0.32	  7552.05	   350.39	    28.17
01/05/1944	     0.87	  7552.05	   350.39	    16.12
01/06/1944	     0.92	  7552.05	   350.39	     9.22
01/07/1944	     0.89	  7552.05	   350.39	     7.58
01/08/1944	    -0.04	  7552.05	   350.39	     6.79
01/09/1944	    -1.88	  7552.05	   350.39	     6.76
01/10/1944	     1.27	  7552.05	   350.39	     6.45
01/11/1944	     1.39	  7552.05	   350.39	     5.85
01/12/1944	     1.05	  7552.05	   350.39	     5.45
01/13/1944	     1.35	  7552.05	   350.39	     5.35
01/14/1944	     1.18	  7552.05	   350.39	     5.37
01/15/1944	   -14.46	  7552.05	   350.39	    14.06
01/16/1944	     0.71	  7552.05	   350.39	    15.61
01/17/1944	     0.96	  7552.05	   350.39	     9.53
01/18/1944	     1.10	  7552.05	   350.39	     7.86
01/19/1944	     0.93	  7552.05	   350.39	     7.07
01/20/1944	     0.77	  7552.05	   350.39	     6.45
01/21/1944	     0.80	  7552.05	   350.39	     6.04
01/22/1944	     0.77	  7552.05	   350.39	     5.56
01/23/1944	     0.71	  7552.05	   350.39	     5.51
01/24/1944	     0.90	  7552.05	   350.39	     5.35
01/25/1944	     0.83	  7552.05	   350.39	     5.23
01/26/1944	    -4.87	  7552.05	   350.39	     5.10
01/27/1944	     1.24	  7552.05	   350.39	     6.73
01/28/1944	     1.38	  7552.05	   350.39	     6.45
01/29/1944	     1.19	  7552.05	   350.39	     5.56
01/30/1944	     1.23	  7552.05	   350.39	     5.43
01/31/1944	     1.22	  7552.05	   350.39	     5.22
02/01/1944	     1.50	  7552.05	   350.39	     5.68
02/02/1944	     1.61	  7552.05	   350.39	     5.61
02/03/1944	     1.14	  7552.05	   350.39	     5.14
02/04/1944	     1.21	  7552.05	   350.39	     5.34
02/05/1944	     1.25	  7552.05	   350.39	     5.32
02/06/1944	    -3.73	  7552.05	   350.39	     5.07
02/07/1944	     0.59	  7552.05	   350.39	     5.57
02/08/1944	     0.18	  7552.05	   350.39	     5.46
02/09/1944	   -22.60	  7552.05	   350.39	    16.53
02/10/1944	    -6.13	  7552.05	   350.39	    29.09
02/11/1944	    -7.62	  7552.05	   350.39	    23.77
02/12/1944	     1.32	  7552.05	   350.39	    20.75
02/13/1944	     1.14	  7552.05	   350.39	    14.88
02/14/1944	    -7.20	  7552.05	   350.39	    14.08
02/15/1944	    -5.34	  7552.05	   350.39	    22.88
02/16/1944	     1.36	  7552.05	   350.39	    21.46
02/17/1944	   -12.42	  7552.05	   350.39	    34.77
02/18/1944	    -2.98	  7552.05	   350.39	    37.25
02/19/1944	     1.23	  7552.05	   350.39	    29.80
02/20/1944	    -6.84	  7552.05	   350.39	    24.12
02/21/1944	     0.44	  7552.05	   350.39	    22.17
02/22/1944	     1.46	  7552.05	   350.39	    15.36
02/23/1944	    -4.72	  7552.05	   350.39	    14.56
02/24/1944	    -0.78	  7552.05	   350.39	    13.41
02/25/1944	     1.56	  7552.05	   350.39	    12.24
02/26/1944	    -3.92	  7552.05	   350.39	    15.68
02/27/1944	   -13.85	  7552.05	   350.39	    28.74
02/28/1944	    -0.88	  7552.05	   350.39	    39.03
02/29/1944	     1.16	  7552.05	   350.39	    35.30
03/01/1944	     1.44	  7552.05	   350.39	    23.46
03/02/1944	     1.47	  7552.05	   350.39	    18.15
03/03/1944	     1.36	  7552.05	   350.39	    15.92
03/04/1944	     1.10	  7552.05	   350.39	    14.84
03/05/1944	     1.07	  7552.05	   350.39	    14.02
03/06/1944	    -0.84	  7552.05	   350.39	    13.23
03/07/1944	   -16.68	  7552.05	   350.39	    30.01
03/08/1944	     1.16	  7552.05	   350.39	    46.10
03/09/1944	     1.42	  7552.05	   350.39	    23.05
03/10/1944	     1.50	  7552.05	   350.39	    16.57
03/11/1944	     1.49	  7552.05	   350.39	    14.62
03/12/1944	    -9.37	  7552.05	   350.39	    17.24
03/13/1944	     1.35	  7552.05	   350.39	    19.06
03/14/1944	     1.58	  7552.05	   350.39	    14.84
03/15/1944	     1.77	  7552.05	   350.39	    13.83
03/16/1944	     1.75	  7552.05	   350.39	    13.04
03/17/1944	    -0.17	  7552.05	   350.39	    12.65
03/18/1944	     1.24	  7552.05	   350.39	    12.29
03/19/1944	   -12.13	  7552.05	   350.39	    15.70
03/20/1944	   -16.33	  7552.05	   350.39	    41.06
03/21/1944	     1.39	  7552.05	   350.39	    37.46
03/22/1944	   -11.03	  7552.05	   350.39	    21.83
03/23/1944	     1.11	  7552.05	   350.39	    42.26
03/24/1944	     2.24	  7552.05	   350.39	    42.26
03/25/1944	     1.96	  7552.05	   350.39	    25.45
03/26/1944	     2.32	  7552.05	   350.39	    19.93
03/27/1944	     2.40	  7552.05	   350.39	    21.42
03/28/1944	    -1.71	  7552.05	   350.39	    20.41
03/29/1944	   -21.59	  7552.05	   350.39	    71.31
03/30/1944	   -17.16	  7552.05	   350.39	   106.13
03/31/1944	     2.62	  7552.05	   350.39	   103.25
04/01/1944	     3.00	  7552.05	   350.39	    39.48
04/02/1944	     2.62	  7552.05	   350.39	    28.47
04/03/1944	     2.51	  7552.05	   350.39	    25.36
04/04/1944	     2.69	  7552.05	   350.39	    22.91
04/05/1944	     2.29	  7552.05	   350.39	    20.64
04/06/1944	     2.27	  7552.05	   350.39	    19.56
04/07/1944	     2.94	  7552.05	   350.39	    18.48
04/08/1944	     2.92	  7552.05	   350.39	    17.94
04/09/1944	     2.36	  7552.05	   350.39	    17.70
04/10/1944	     0.14	  7552.05	   350.39	    19.02
04/11/1944	     2.11	  7552.05	   350.39	    21.47
04/12/1944	    -4.63	  7552.05	   350.39	    40.67
04/13/1944	     3.17	  7552.05	   350.39	    32.60
04/14/1944	     2.99	  7552.05	   350.39	    20.37
04/15/1944	   -15.02	  7552.05	   350.39	    28.20
04/16/1944	    -4.19	  7552.05	   350.39	    41.87
04/17/1944	     2.99	  7552.05	   350.39	    36.19
04/18/1944	     2.63	  7552.05	   350.39	    25.36
04/19/1944	    -1.74	  7552.05	   350.39	    24.82
04/20/1944	     2.93	  7552.05	   350.39	    22.91
04/21/1944	     0.74	  7552.05	   350.39	    24.01
04/22/1944	     3.47	  7552.05	   350.39	    20.10
04/23/1944	     3.48	  7552.05	   350.39	    20.64
04/24/1944	    -3.47	  7552.05	   350.39	    33.79
04/25/1944	     0.85	  7552.05	   350.39	    34.99
04/26/1944	     3.75	  7552.05	   350.39	    26.74
04/27/1944	    -6.07	  7552.05	   350.39	    64.90
04/28/1944	     3.04	  7552.05	   350.39	    50.54
04/29/1944	     2.77	  7552.05	   350.39	    28.71
04/30/1944	     3.04	  7552.05	   350.39	    22.91
05/01/1944	     3.20	  7552.05	   350.39	    18.29
05/02/1944	     2.87	  7552.05	   350.39	    17.06
05/03/1944	     2.81	  7552.05	   350.39	    15.86
05/04/1944	     3.01	  7552.05	   350.39	    15.46
05/05/1944	     2.86	  7552.05	   350.39	    15.13
05/06/1944	    -6.56	  7552.05	   350.39	    22.45
05/07/1944	     2.15	  7552.05	   350.39	    18.91
05/08/1944	     2.66	  7552.05	   350.39	    15.29
05/09/1944	     2.75	  7552.05	   350.39	    14.15
05/10/1944	     2.76	  7552.05	   350.39	    13.61
05/11/1944	     2.70	  7552.05	   350.39	    13.06
05/12/1944	     2.49	  7552.05	   350.39	    12.49
05/13/1944	     2.48	  7552.05	   350.39	    12.16
05/14/1944	     2.74	  7552.05	   350.39	    11.86
05/15/1944	     3.33	  7552.05	   350.39	    11.43
05/16/1944	     3.78	  7552.05	   350.39	    10.83
05/17/1944	     4.00	  7552.05	   350.39	    10.59
05/18/1944	     3.99	  7552.05	   350.39	     9.96
05/19/1944	     1.62	  7552.05	   350.39	     9.96
05/20/1944	     4.05	  7552.05	   350.39	    11.62
05/21/1944	     3.65	  7552.05	   350.39	    10.10
05/22/1944	     3.77	  7552.05	   350.39	    10.78
05/23/1944	     3.84	  7552.05	   350.39	    10.12
05/24/1944	     3.71	  7552.05	   350.39	     9.36
05/25/1944	    -6.73	  7552.05	   350.39	     9.09
05/26/1944	     3.88	  7552.05	   350.39	    11.97
05/27/1944	     3.53	  7552.05	   350.39	    10.94
05/28/1944	     3.22	  7552.05	   350.39	     9.66
05/29/1944	     3.95	  7552.05	   350.39	     9.36
05/30/1944	     3.83	  7552.05	   350.39	     8.71
05/31/1944	     3.90	  7552.05	   350.39	     8.44
06/01/1944	     3.94	  7552.05	   350.39	     9.57
06/02/1944	     3.70	  7552.05	   350.39	     9.54
06/03/1944	     3.68	  7552.05	   350.39	     9.21
06/04/1944	     3.87	  7552.05	   350.39	     9.02
06/05/1944	     3.61	  7552.05	   350.39	    10.15
06/06/1944	   -12.32	  7552.05	   350.39	    12.31
06/07/1944	     3.92	  7552.05	   350.39	     9.99
06/08/1944	     3.63	  7552.05	   350.39	    10.60
06/09/1944	     3.46	  7552.05	   350.39	     8.18
06/10/1944	     2.63	  7552.05	   350.39	     8.96
06/11/1944	     3.74	  7552.05	   350.39	     9.99
06/12/1944	     3.22	  7552.05	   350.39	     9.89
06/13/1944	     0.33	  7552.05	   350.39	    12.44
06/14/1944	     3.69	  7552.05	   350.39	    13.43
06/15/1944	     3.62	  7552.05	   350.39	    10.76
06/16/1944	     4.15	  7552.05	   350.39	     8.15
06/17/1944	     3.72	  7552.05	   350.39	     7.72
06/18/1944	     3.34	  7552.05	   350.39	     7.34
06/19/1944	    -9.26	  7552.05	   350.39	     7.02
06/20/1944	     4.11	  7552.05	   350.39	     9.83
06/21/1944	     4.08	  7552.05	   350.39	     9.28
06/22/1944	     4.16	  7552.05	   350.39	     8.16
06/23/1944	     4.38	  7552.05	   350.39	     8.38
06/24/1944	     4.27	  7552.05	   350.39	     8.27
06/25/1944	     3.70	  7552.05	   350.39	     7.70
06/26/1944	     3.38	  7552.05	   350.39	     7.38
06/27/1944	     3.62	  7552.05	   350.39	     7.62
06/28/1944	     3.77	  7552.05	   350.39	     7.77
06/29/1944	     4.11	  7552.05	   350.39	     8.11
06/30/1944	     0.77	  7552.05	   350.39	     6.57
07/01/1944	     3.99	  7552.05	   350.39	    12.78
07/02/1944	     4.32	  7552.05	   350.39	    10.61
07/03/1944	     3.87	  7552.05	   350.39	    12.15
07/04/1944	     3.96	  7552.05	   350.39	     9.78
07/05/1944	     4.00	  7552.05	   350.39	     8.28
07/06/1944	     3.78	  7552.05	   350.39	     8.13
07/07/1944	     2.82	  7552.05	   350.39	     8.52
07/08/1944	     2.04	  7552.05	   350.39	    10.10
07/09/1944	     3.61	  7552.05	   350.39	     8.76
07/10/1944	     3.66	  7552.05	   350.39	     7.89
07/11/1944	     2.25	  7552.05	   350.39	    10.10
07/12/1944	     3.89	  7552.05	   350.39	     8.13
07/13/1944	     4.16	  7552.05	   350.39	     8.21
07/14/1944	     3.45	  7552.05	   350.39	    13.25
07/15/1944	    -2.37	  7552.05	   350.39	    26.90
07/16/1944	     3.68	  7552.05	   350.39	    25.56
07/17/1944	     3.56	  7552.05	   350.39	    13.33
07/18/1944	     3.64	  7552.05	   350.39	     9.63
07/19/1944	     2.40	  7552.05	   350.39	     7.73
07/20/1944	     3.18	  7552.05	   350.39	     9.63
07/21/1944	     3.68	  7552.05	   350.39	     9.23
07/22/1944	     3.97	  7552.05	   350.39	     8.68
07/23/1944	     3.88	  7552.05	   350.39	     7.89
07/24/1944	     3.70	  7552.05	   350.39	     7.70
07/25/1944	     3.98	  7552.05	   350.39	     7.98
07/26/1944	     3.79	  7552.05	   350.39	     7.79
07/27/1944	     3.24	  7552.05	   350.39	     7.24
07/28/1944	     3.41	  7552.05	   350.39	     7.41
07/29/1944	     3.46	  7552.05	   350.39	     7.46
07/30/1944	    -1.07	  7552.05	   350.39	     5.21
07/31/1944	    -1.54	  7552.05	   350.39	     5.80
08/01/1944	     3.30	  7552.05	   350.39	     7.30
08/02/1944	     3.76	  7552.05	   350.39	     8.48
08/03/1944	     3.61	  7552.05	   350.39	     7.61
08/04/1944	     3.65	  7552.05	   350.39	     7.65
08/05/1944	     2.07	  7552.05	   350.39	     6.07
08/06/1944	    -3.90	  7552.05	   350.39	     5.36
08/07/1944	     2.98	  7552.05	   350.39	     6.98
08/08/1944	     3.32	  7552.05	   350.39	     7.32
08/09/1944	     3.40	  7552.05	   350.39	     7.40
08/10/1944	     3.26	  7552.05	   350.39	     7.26
08/11/1944	     3.27	  7552.05	   350.39	     7.27
08/12/1944	     3.20	  7552.05	   350.39	     7.20
08/13/1944	     1.33	  7552.05	   350.39	     5.33
08/14/1944	    -2.95	  7552.05	   350.39	     4.18
08/15/1944	     1.69	  7552.05	   350.39	     7.63
08/16/1944	     2.59	  7552.05	   350.39	     8.10
08/17/1944	    -0.58	  7552.05	   350.39	     7.10
08/18/1944	     3.19	  7552.05	   350.39	     7.19
